timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-15 10:35:14,"b""Education infrastructure / resources: 'Kyrgyz Republic to Enhance Quality of Education with World Bank Financing' https://t.co/vBGTBDUYwd via @MDiplomacyWORLD #InvestEd #education #infrastructure #Kyrgyzstan @WBG_Education""",b'EdInvesting',"['InvestEd', 'education', 'infrastructure', 'Kyrgyzstan']",131
2020-06-15 10:05:05,"b'On this day in 2010, #AzimjonAskarov was sentenced to spend the rest of his life in jail in #Kyrgyzstan.   His crime? Covering human rights violations in the country.  No journalist should be imprisoned for doing their job. #FreeThePress #FreeAzimjon  https://t.co/ZPrGr8OFiY'",b'pressfreedom',"['AzimjonAskarov', 'Kyrgyzstan', 'FreeThePress', 'FreeAzimjon']",217243
2020-06-15 10:01:38,b'Are You in Dispute? You Need Remote Mediation  #Kyrgyzstan #TrustedJudiciary #RuleOfLaw #Bishkek  https://t.co/Csd2cm5At9',b'DanakerMir',"['Kyrgyzstan', 'TrustedJudiciary', 'RuleOfLaw', 'Bishkek']",87
2020-06-15 09:27:51,"b""Today our colleague Azimjon Askarov marks 10 years since his wrongful imprisonment in #Kyrgyzstan. For a decade Kyrgyz authorities - who claim respect for #HumanRights and the #RuleOfLaw - have been violating Askarov's rights and denying him justice. Kyrgyzstan must #FreeAskarov! https://t.co/cAXEXPw8qd""",b'CRDEurasia',"['Kyrgyzstan', 'HumanRights', 'RuleOfLaw', 'FreeAskarov']",607
2020-06-15 09:10:25,"b""10 years ago today authorities in #Kyrgyzstan started a decade of shameful injustices in the case of Azimjon Askarov. His ongoing imprisonment is a stain on the nation's record. #FreeAskarov https://t.co/aOuFJOMfDY""",b'Freed0mhiker',"['Kyrgyzstan', 'FreeAskarov']",627
2020-06-15 08:46:08,"b'Officials concerned at rising numbers of covid infections in Bishkek, where people suspect they caught it on public transport or in bazaars #Kyrgyzstan https://t.co/bNLYcvHC5E'",b'joannalillis',['Kyrgyzstan'],11527
2020-06-15 08:40:12,b'Today LIVE Session on STUDY MBBS in KYRGYZSTAN at 15:00 (PST)  Apply Now https://t.co/3RBLKlkWW3 #OnlineClasses #SushantSinghRajput #StudentsPressConf_ISB #MBBS #Kyrgyzstan https://t.co/5HNZYknPbq',b'khm_consultancy',"['OnlineClasses', 'SushantSinghRajput', 'StudentsPressConf_ISB', 'MBBS', 'Kyrgyzstan']",18
2020-06-15 08:19:20,"b""Today marks the 10-year anniversary of the arrest of #humanrights defender Azimjan Askarov.  He's serving a life sentence in #Kyrgyzstan on fabricated charges because of his #HumanRights work.  #FreeAskarov #Forfreedom https://t.co/xSyynBeCEW https://t.co/z4qtwUdfjJ""",b'fidh_en',"['humanrights', 'Kyrgyzstan', 'HumanRights', 'FreeAskarov', 'Forfreedom']",41278
2020-06-15 08:08:32,"b'""Even though I am in prison I feel the freedom of my soul"". Azimjon Askarov, political prisoner in #Kyrgyzstan arrested 10 yrs ago today. Take a moment 4 this moving prison interview with him by @mihrarittmann on staying strong &amp; hopes for his country 1/2 https://t.co/7S0b5udemT https://t.co/cvQgd0YFvS'",b'HughAWilliamson',['Kyrgyzstan'],7763
2020-06-15 07:55:38,"b""#Kyrgyzstan: 15 June 2020 marks the 10-year anniversary of the arrest of #humanrights defender Azimjan Askarov  \xf0\x9f\x93\xa2 He's serving life in prison in breach of UN decision \xf0\x9f\x93\xa2 He's exposed to #COVID__19 (69 yrs old with health issues)  #FreeAskarov #Forfreedom  https://t.co/kehIW4ejpj https://t.co/Irrb5xNwxy""",b'OBS_defenders',"['Kyrgyzstan', 'humanrights', 'COVID__19', 'FreeAskarov', 'Forfreedom']",6311
2020-06-15 07:04:56,"b'#COVID19 is a great social threat to countries with a large migrating work force. In #Kyrgyzstan, #Tajikistan more than 1/3 of the population in  working age migrates for work on a regular basis, most to #Russia.'",b'bmwetzel',"['COVID19', 'Kyrgyzstan', 'Tajikistan', 'Russia']",495
2020-06-15 06:55:58,"b'#Central #Asia. Thousends of #migrant #workers between #Russia, #Kazakhstan, #Kyrgyzstan, #Uzbekistan and #Tajikistan are a threat to stable health conditions in times of #Corvid-19.'",b'bmwetzel',"['Central', 'Asia', 'migrant', 'workers', 'Russia', 'Kazakhstan', 'Kyrgyzstan', 'Uzbekistan', 'Tajikistan', 'Corvid']",495
2020-06-15 06:25:26,"b'Our journey includes only Central Asian part of Great Silk Roads and will start from the border of Iran to the border of China, will include old cities located in modern #Turkmenistan, #Uzbekistan, #Tajikistan, #Kazakhstan and #Kyrgyzstan. https://t.co/LIIPNQLyRr'",b'ireneplus_ltd',"['Turkmenistan', 'Uzbekistan', 'Tajikistan', 'Kazakhstan', 'Kyrgyzstan']",120
2020-06-15 06:05:02,b'Today marks 10 years since journalist and human rights defender #AzimjonAskarov was arrested after documenting human rights abuses in #Kyrgyzstan.  Kyrgyz authorities must #FreeAzimjon.   #FreeAskarov  https://t.co/VuO0OYlFyo https://t.co/DEky5EFhSO',b'pressfreedom',"['AzimjonAskarov', 'Kyrgyzstan', 'FreeAzimjon', 'FreeAskarov']",217243
2020-06-15 04:34:18,"b'More than 660,000 children in #Kyrgyzstan live in poverty. @a_kasymalieva, Vice Speaker of the Parliament is speaking of the importance of paying special attention to early ages &amp; enhancing cash assistance to progressively cover all children. https://t.co/Boqwk5HJRw @unicefkg https://t.co/NwY8n793iS'",b'MammadzadeMunir',['Kyrgyzstan'],263
2020-06-15 04:23:33,b'@unicefkg invites all political forces of #Kyrgyzstan to join efforts and take urgent measures to prevent and address violence against women &amp; girls. At the Conference on the \xe2\x80\x9cSustainable Development and wellbeing of women and children in mountainous regions\xe2\x80\x9d. @un_kyrgyzstan https://t.co/9QOBibf2aQ',b'MammadzadeMunir',['Kyrgyzstan'],263
2020-06-15 04:16:01,"b'During last 2 weeks, we received 432 applications from rural women  to participate in the project ""Digital Caravan for women entrepreneurs ""SheStarts-COVID -19"" #shestartskg #womenewpowerment #SDG5 #economicempowerment #kyrgyzstan'",b'1kubanychbekova',"['shestartskg', 'womenewpowerment', 'SDG5', 'economicempowerment', 'kyrgyzstan']",102
2020-06-15 03:21:56,b'#Kyrgyzstan hotline &amp; crisis center Shans +996312435301',b'PixelProject',['Kyrgyzstan'],22080
2020-06-15 00:51:14,b'Authorities in #Kyrgyzstan must drop fake forgery charges against human rights defender Kamil Ruziev. Statement from #AHRCA #NHC #IPHR #CRD #SL  School of Law  @ahrca @crdefenders @IPHR HR and SL.  https://t.co/aVIM9e3sza #\xd0\x9a\xd1\x8b\xd1\x80\xd0\xb3\xd1\x8b\xd0\xb7\xd1\x81\xd1\x82\xd0\xb0\xd0\xbd https://t.co/4pYUCHpnms https://t.co/kXnmGQ2YDg',b'l_seiitbek',"['Kyrgyzstan', 'AHRCA', 'NHC', 'IPHR', 'CRD', 'SL', 'Кыргызстан']",56
2020-06-14 20:24:13,"b""10 years after the violence in southern #Kyrgyzstan, I am happy to see that peace and coexistence returned there, even without justice. A bad peace is better than a good war, right?  And, personally, I'm happy that Osh no longer feels like the defining event of my life. 10/""",b'Matthew_Kupfer',['Kyrgyzstan'],7870
2020-06-14 20:24:11,"b'At the time of the ethnic conflict in #Kyrgyzstan, I was a 20-year-old student. It made me want to become a journalist, because it seemed to me that journalists were writing the first ""history"" of what happened there. Now, I am one. 4/'",b'Matthew_Kupfer',['Kyrgyzstan'],7870
2020-06-14 20:24:11,"b'In the wake of the ""June events"" in #Kyrgyzstan, I saw Kyrgyz deny what had happened to Uzbeks, Uzbeks make racist statements about Kyrgyz, people from northern Kyrgyzstan denigrate those from southern Kyrgyzstan, saying that violence ""is normal there."" 3/'",b'Matthew_Kupfer',['Kyrgyzstan'],7870
2020-06-14 20:24:10,"b'10 years ago, clashes erupted between Kyrgyz and Uzbeks in southern #Kyrgyzstan. Four days later, nearly 500 people \xe2\x80\x94 mostly Uzbeks \xe2\x80\x94 had lost their lives.  I was there when it happened and spent those frightening days in and around the city of Osh. 1/ https://t.co/0VrV9T8oFR'",b'Matthew_Kupfer',['Kyrgyzstan'],7870
2020-06-14 19:25:54,b'JUST IN: @Official_PIA has announced the resumption of flight operation between #Pakistan &amp; #Kyrgyzstan after five years - Spokesperson of the national carrier said that the first flight will be operated between #Islamabad &amp; #Bishkek on June 17 after a suspension of five years. https://t.co/0Dgu6UqcOm',b'TOKCityOfLights',"['Pakistan', 'Kyrgyzstan', 'Islamabad', 'Bishkek']",7000
2020-06-14 18:15:10,"b'.@UNECE &amp; @FAO support #Armenia #Azerbaijan #Georgia #Kazakhstan #Kyrgyzstan #Tajikistan &amp; #Uzbekistan in their commitment to restore around 3 million hectares from degraded land to healthy, productive #forests by 2030 under the #BonnChallenge  https://t.co/to61PVctAC https://t.co/MyrTMFD0Hs'",b'UNECE',"['Armenia', 'Azerbaijan', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Tajikistan', 'Uzbekistan', 'forests', 'BonnChallenge']",49024
2020-06-14 17:36:08,b'Discover Central Asia - Discover the stans!! #roofoftheworldtravel #Tajikistan #Kyrgyzstan #kazakhstan #uzbekistan #turkmanistan #centralasia https://t.co/vF8GLRL5yi',b'khudoguy',"['roofoftheworldtravel', 'Tajikistan', 'Kyrgyzstan', 'kazakhstan', 'uzbekistan', 'turkmanistan', 'centralasia']",169
2020-06-14 16:54:32,b'Caption not\xe2\x9d\xa4\xef\xb8\x8f#waqarzaka #Bishkek #Imu #kyrgyzstan #Waterford #awan https://t.co/6PLXfqnnVH',b'MalikSa05591628',"['waqarzaka', 'Bishkek', 'Imu', 'kyrgyzstan', 'Waterford', 'awan']",25
2020-06-14 15:30:46,"b'Uttar Pradesh: 57 overseas Tablighis convicted, sentences set off and freed  #kyrgyzstan #maulanasaad #saharanpur #tablighijamaat... https://t.co/TAWUd7Lpxw'",b'UttarakhandKi',"['kyrgyzstan', 'maulanasaad', 'saharanpur', 'tablighijamaat']",3
2020-06-14 13:19:00,b'Former Prime Minister Sapar Isakov was sentenced for 18 years #kyrgyzstan #corruption https://t.co/tgSXNjutaH https://t.co/Kl2pLNHAJc',b'_hozint',"['kyrgyzstan', 'corruption']",4403
2020-06-14 12:23:14,b'From @VOM_USA: Pray that Christians in #kyrgyzstan who support themselves through microbusinesses will witness to their neighbors // #PersecutedChurch',b'JohnBostonRowe',"['kyrgyzstan', 'PersecutedChurch']",1964
2020-06-14 11:41:52,"b'We need u @airindiain  to evacuate us from #bishkek , all airindia flights send to #kyrgyzstan have been cancelled and @IndiaInKyrgyz is giving permission to private airlines to make money in this pandemic situation. Many things are going wrong by ur @IndiaInKyrgyz had tiedup,'",b'nenumevenky',"['bishkek', 'kyrgyzstan']",2
2020-06-14 11:29:02,b'PIA starts special flights to/from Bishkek after 5 years  https://t.co/GMCqAueF0q  #Pakistan #Bishkek #kyrgyzstan #specialflights #PIA @Official_PIA @official_pcaa @pid_gov',b'BaaghiTV',"['Pakistan', 'Bishkek', 'kyrgyzstan', 'specialflights', 'PIA']",35870
2020-06-14 09:48:31,"b""Hey chess fam, here's my game against #kyrgyzstan Women's Chess Champion and awesome #twitchstreamer  @ASamaganova who is clearly a fan of the Kan. Great game I will analyze for improvement and thanks again Alex! Give her a follow fam, thanks. #Sicilian #WOMchess #SundayFunday https://t.co/DjQySdMv2s""",b'johnbrazel',"['kyrgyzstan', 'twitchstreamer', 'Sicilian', 'WOMchess', 'SundayFunday']",993
2020-06-14 08:15:00,b'Everlasting or Ever-Changing? Violence Along the #Kyrgyzstan-#Tajikistan Border  Report \xe2\x96\xb6\xef\xb8\x8f https://t.co/0IyUTiCACd https://t.co/fMzMuSZ7TY',b'ACLEDINFO',"['Kyrgyzstan', 'Tajikistan']",21972
2020-06-14 07:40:32,"b'Azimjon Askarov\xe2\x80\x99s Imprisonment \xe2\x80\x93 A Decade of Injustice: Monday 15 June marks ten years since human rights defender and journalist Azimjon Askarov\xe2\x80\x99s arbitrary arrest in southern Kyrgyzstan. Since then, Askarov, now 69 years old, has\xe2\x80\xa6 https://t.co/oLnP3EwvQL #Kyrgyzstan #News https://t.co/FI2iO9Ju1G'",b'michaelhoney_',"['Kyrgyzstan', 'News']",667
2020-06-14 07:26:37,"b""Hey chess fam, congrats to @ASamaganova on a great win as black. I made a dubious sacrifice in the opening and the #kyrgyzstan Women's Chess Champion and awesome #TwitchStreamer crushed my hopes of a glorious victory! #WOMchess #Chessishard #Chesspunks https://t.co/LbGLhWtfP5""",b'johnbrazel',"['kyrgyzstan', 'TwitchStreamer', 'WOMchess', 'Chessishard', 'Chesspunks']",993
2020-06-14 07:10:02,b'#Kyrgyzstan - Coronavirus Update (14/06 04:50 UTC) #Health https://t.co/iAHGM2ilK0 https://t.co/SR6Ia41t9J',b'riskmap_',"['Kyrgyzstan', 'Health']",15396
2020-06-14 05:13:32,b'Fuck #Kyrgyzstan.',b'fckeverycountry',['Kyrgyzstan'],982
2020-06-14 05:06:11,b'15 days for something that one can easily call torture #domesticviolence #kyrgyzstan   https://t.co/qC6S1otncG',b'OthmaraGlas',"['domesticviolence', 'kyrgyzstan']",600
2020-06-14 03:25:06,b'#Kyrgyzstan hotline &amp; crisis center Shans +996312435301',b'PixelProject',['Kyrgyzstan'],22080
2020-06-13 21:52:03,"b'#Photo: Eternal Flame Memorial in\xc2\xa0Osh, #Kyrgyzstan #travel #sovietmonument https://t.co/MMMfogWp4D via @KathmanduBeyond https://t.co/UkarSYBwME'",b'WanderingEds',"['Photo', 'Kyrgyzstan', 'travel', 'sovietmonument']",23236
2020-06-13 19:35:19,"b""'The last 50 known stateless people, including 15 children, were issued with birth certificates and passports in Bishkek, #kyrgyzstan .https://t.co/0AKi5rVTSD""",b'sureshgeorge',['kyrgyzstan'],945
2020-06-13 19:05:00,b'We were meant to be in #Kyrgyzstan #cycling the Silk Road so instead of which we sought our our local Silk Road #COVID19 #adventurecycling #7DaysOfCycling #steelisreal @WeAreCyclingUK #SaturdayVibes https://t.co/bCD350rjzB',b'glorydaysbikes',"['Kyrgyzstan', 'cycling', 'COVID19', 'adventurecycling', '7DaysOfCycling', 'steelisreal', 'SaturdayVibes']",3978
2020-06-13 14:33:35,"b'Guess what, the activists who tried to help the woman had been arrested before the monster who tortured her was caught. #femicide #womenslivesmatter #maleviolence #domesticabuse  #suzak #kyrgyzstan #torture     https://t.co/uZs2WOydVR https://t.co/n9VvTbkliA'",b'birbsaywut',"['femicide', 'womenslivesmatter', 'maleviolence', 'domesticabuse', 'suzak', 'kyrgyzstan', 'torture']",57
2020-06-13 13:05:19,"b'""Kyrgyz Foreign Ministry announces new transport corridor #Kyrgyzstan-#Uzbekistan-#Turkmenistan-#Azerbaijan-#Georgia with access to #Turkey and #Europe."" https://t.co/YMhZQOZsHG  #EU #CentralAsia #geopolitics #Eurasia'",b'halilikaya',"['Kyrgyzstan', 'Uzbekistan', 'Turkmenistan', 'Azerbaijan', 'Georgia', 'Turkey', 'Europe', 'EU', 'CentralAsia', 'geopolitics', 'Eurasia']",2912
2020-06-13 12:15:29,"b""In yet another shameful development in #Kyrgyzstan, the Bishkek court made a U-turn in Azimjon Askarov's lawsuit against the government: the court declared the case inadmissible after accepting his lawsuit and holding at least 1 hearing! https://t.co/FLB3cYlXIN""",b'Freed0mhiker',['Kyrgyzstan'],627
2020-06-13 12:05:03,"b""On June 15, Azimjon Askarov - #HumanRights defender and a journalist - will mark 10 years since his arrest in #Kyrgyzstan. His case - marred with grave violations and injustices - is a bold stain on the nation's image. https://t.co/34UkMwoWq3 @MFA_Kyrgyzstan @MaryLawlorhrds https://t.co/gNAG1qSCHt""",b'Freed0mhiker',"['HumanRights', 'Kyrgyzstan']",627
2020-06-13 07:53:16,"b'Once in a while, you get in a car with some friends, drive 30 minutes to the mountains, and enjoy an outstanding barbecue in the most serene and wonderful landscape. Weekends in #Kyrgyzstan https://t.co/bpuemBaBfN'",b'YuriFenopetov',['Kyrgyzstan'],713
2020-06-13 05:24:38,"b'Authorities in #Kyrgyzstan must do more to protect women, children and  vulnerable groups from domestic violence. The video circulating currently is a stark reminder. https://t.co/JYDWV3TjcF'",b'nhc_no',['Kyrgyzstan'],2503
2020-06-13 05:15:07,"b'Amazing Soviet SUV For Real Experience! No power steering, no AC, no ABS! \xf0\x9f\x98\xac\xf0\x9f\x98\x86 https://t.co/6caTo2IOVh #Kyrgyzstan #Outdoor #Adventure #Offroad #CentralAsia'",b'indy_guide_com',"['Kyrgyzstan', 'Outdoor', 'Adventure', 'Offroad', 'CentralAsia']",3267
2020-06-13 05:08:58,"b""A 2019 study of Dordoi market in Bishkek, #Kyrgyzstan https://t.co/kKdBAbHIun (in Russian) Post-2016 trends in terms of origins of goods sold - 'Made in KG' rules - China's share is stagnant - merchandise from #Uzbekistan is carving a niche in the cheapest (and shonkiest) segment https://t.co/dZKxNdR3jO""",b'CentralAsiaCAIS',"['Kyrgyzstan', 'Uzbekistan']",1593
2020-06-13 03:25:07,b'#Kyrgyzstan hotline &amp; crisis center Shans +996312435301',b'PixelProject',['Kyrgyzstan'],22080
2020-06-13 02:21:10,b'The #Chinese are continuing to expand their border from #Kyrgyzstan to #Tajikistan &amp; #India to the #SouthChinaSea https://t.co/4rEVJ1uUCD',b'RaniDMullen',"['Chinese', 'Kyrgyzstan', 'Tajikistan', 'India', 'SouthChinaSea']",519
2020-06-12 20:36:00,"b""Full electrical work is underway on the tiny school I'm building in the Muslim village that rejected $300 million from the Chinese Communist Red Menace.  #Kyrgyzstan""",b'sheet_metal',['Kyrgyzstan'],934
2020-06-12 18:35:32,b'Super!!! #Kyrgyzstan #Bishkek https://t.co/Qt0Fks1Y57',b'NurbekUno',"['Kyrgyzstan', 'Bishkek']",109
2020-06-12 18:22:04,b'#Kyrgyzstan: Drop charges against human rights defender https://t.co/HdiFKnURKW via @IPHR',b'steveswerdlow',['Kyrgyzstan'],10326
2020-06-12 17:51:38,"b'""#Uzbekistan to set up free #trade zones on borders with #Kyrgyzstan, #Turkmenistan"" https://t.co/D2kRWFxASl  #CentralAsia #geoeconomics'",b'halilikaya',"['Uzbekistan', 'trade', 'Kyrgyzstan', 'Turkmenistan', 'CentralAsia', 'geoeconomics']",2912
2020-06-12 17:33:34,b'\xf0\x9f\x87\xb0\xf0\x9f\x87\xacAuthorities in #Kyrgyzstan must drop fake forgery charges against human rights defender Kamil Ruziev. Statement from #AHRCA #NHC #IPHR #CRD #SL  School of Law  @ahrca @crdefenders @IPHR https://t.co/wXhAHOggwk\xe2\x80\xa6 #\xd0\x9a\xd1\x8b\xd1\x80\xd0\xb3\xd1\x8b\xd0\xb7\xd1\x81\xd1\x82\xd0\xb0\xd0\xbd https://t.co/SArmJ9sI1C',b'AtayevaNadejda',"['Kyrgyzstan', 'AHRCA', 'NHC', 'IPHR', 'CRD', 'SL', 'Кыргызстан']",1814
2020-06-12 17:29:07,"b""#Kyrgyzstan's authorities should drop the criminal case against HRD Kamil Ruziev, who has been charged in retaliation for seeking accountable for torture &amp; threats  - joint statement by IPHR, @nhc_no, @crdefenders, @ahrca and the School of Law: https://t.co/Cz0ZmCDm4V https://t.co/4D6cYVfWop""",b'l_seiitbek',['Kyrgyzstan'],56
